Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Suppression Flag,Quartile Number
Adults who attend church or religious services less than four times per year,By State,Arizona,Arizona,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,72.1,67.9,76,67.9 - 76.0,70.9-76.1,,3
Adults who attend church or religious services less than four times per year,By State,Arkansas,Arkansas,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,61.3,56.8,65.7,56.8 - 65.7,51.7-67.7,,1
Adults who attend church or religious services less than four times per year,By State,California,California,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,74.3,71.9,76.6,71.9 - 76.6,70.9-76.1,,3
Adults who attend church or religious services less than four times per year,By State,Colorado,Colorado,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,76.1,73,79,73.0 - 79.0,70.9-76.1,,3
Adults who attend church or religious services less than four times per year,By State,Connecticut,Connecticut,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,76.1,72.2,79.7,72.2 - 79.7,70.9-76.1,,3
Adults who attend church or religious services less than four times per year,By State,Delaware,Delaware,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,68.8,63.7,73.6,63.7 - 73.6,67.8-70.8,,2
Adults who attend church or religious services less than four times per year,By State,District of Columbia,District of Columbia,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,74.2,68.1,79.6,68.1 - 79.6,70.9-76.1,,3
Adults who attend church or religious services less than four times per year,By State,Florida,Florida,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,69.8,66.4,73,66.4 - 73.0,67.8-70.8,,2
Adults who attend church or religious services less than four times per year,By State,Georgia,Georgia,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,68.2,65.1,71.3,65.1 - 71.3,67.8-70.8,,2
Adults who attend church or religious services less than four times per year,By State,Hawaii,Hawaii,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,78.8,73.3,83.7,73.3 - 83.7,76.2-84.5,,4
Adults who attend church or religious services less than four times per year,By State,Idaho,Idaho,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,67.6,63.2,71.7,63.2 - 71.7,51.7-67.7,,1
Adults who attend church or religious services less than four times per year,By State,Illinois,Illinois,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,70.9,67.7,73.8,67.7 - 73.8,70.9-76.1,,3
Adults who attend church or religious services less than four times per year,By State,Indiana,Indiana,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,70.6,66.5,74.4,66.5 - 74.4,67.8-70.8,,2
Adults who attend church or religious services less than four times per year,By State,Iowa,Iowa,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,73,69.1,76.7,69.1 - 76.7,70.9-76.1,,3
Adults who attend church or religious services less than four times per year,By State,Kansas,Kansas,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,69.7,65.8,73.5,65.8 - 73.5,67.8-70.8,,2
Adults who attend church or religious services less than four times per year,By State,Kentucky,Kentucky,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,66.8,62,71.3,62.0 - 71.3,51.7-67.7,,1
Adults who attend church or religious services less than four times per year,By State,Louisiana,Louisiana,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,64.5,60.2,68.7,60.2 - 68.7,51.7-67.7,,1
Adults who attend church or religious services less than four times per year,By State,Maine,Maine,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,84.4,80.8,87.5,80.8 - 87.5,76.2-84.5,,4
Adults who attend church or religious services less than four times per year,By State,Maryland,Maryland,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,71.5,68.9,74,68.9 - 74.0,70.9-76.1,,3
Adults who attend church or religious services less than four times per year,By State,Massachusetts,Massachusetts,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,79.1,76.3,81.8,76.3 - 81.8,76.2-84.5,,4
Adults who attend church or religious services less than four times per year,By State,Michigan,Michigan,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,72.7,69.1,76.1,69.1 - 76.1,70.9-76.1,,3
Adults who attend church or religious services less than four times per year,By State,Minnesota,Minnesota,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,69.3,66.3,72.2,66.3 - 72.2,67.8-70.8,,2
Adults who attend church or religious services less than four times per year,By State,Mississippi,Mississippi,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,51.7,46.2,57.1,46.2 - 57.1,51.7-67.7,,1
Adults who attend church or religious services less than four times per year,By State,Missouri,Missouri,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,70.8,67.4,74.1,67.4 - 74.1,67.8-70.8,,2
Adults who attend church or religious services less than four times per year,By State,Montana,Montana,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,76.2,71.7,80.2,71.7 - 80.2,76.2-84.5,,4
Adults who attend church or religious services less than four times per year,By State,Nebraska,Nebraska,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,69.3,65.2,73.2,65.2 - 73.2,67.8-70.8,,2
Adults who attend church or religious services less than four times per year,By State,Nevada,Nevada,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,77.3,72.6,81.5,72.6 - 81.5,76.2-84.5,,4
Adults who attend church or religious services less than four times per year,By State,New Hampshire,New Hampshire,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,81,77.6,84,77.6 - 84.0,76.2-84.5,,4
Adults who attend church or religious services less than four times per year,By State,New Jersey,New Jersey,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,70,65.6,74.2,65.6 - 74.2,67.8-70.8,,2
Adults who attend church or religious services less than four times per year,By State,New Mexico,New Mexico,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,72.3,68.2,76.1,68.2 - 76.1,70.9-76.1,,3
Adults who attend church or religious services less than four times per year,By State,New York,New York,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,78.2,74.5,81.6,74.5 - 81.6,76.2-84.5,,4
Adults who attend church or religious services less than four times per year,By State,North Carolina,North Carolina,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,67.7,63.5,71.7,63.5 - 71.7,51.7-67.7,,1
Adults who attend church or religious services less than four times per year,By State,North Dakota,North Dakota,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,64.6,58.7,70.2,58.7 - 70.2,51.7-67.7,,1
Adults who attend church or religious services less than four times per year,By State,Ohio,Ohio,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,73.1,69.9,76.1,69.9 - 76.1,70.9-76.1,,3
Adults who attend church or religious services less than four times per year,By State,Oklahoma,Oklahoma,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,65.7,62.1,69.1,62.1 - 69.1,51.7-67.7,,1
Adults who attend church or religious services less than four times per year,By State,Oregon,Oregon,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,82.4,80,84.6,80.0 - 84.6,76.2-84.5,,4
Adults who attend church or religious services less than four times per year,By State,Pennsylvania,Pennsylvania,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,73.3,69.9,76.6,69.9 - 76.6,70.9-76.1,,3
Adults who attend church or religious services less than four times per year,By State,Rhode Island,Rhode Island,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,76.4,71.6,80.7,71.6 - 80.7,76.2-84.5,,4
Adults who attend church or religious services less than four times per year,By State,South Carolina,South Carolina,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,61.2,57.3,65,57.3 - 65.0,51.7-67.7,,1
Adults who attend church or religious services less than four times per year,By State,South Dakota,South Dakota,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,60.8,56.3,65.2,56.3 - 65.2,51.7-67.7,,1
Adults who attend church or religious services less than four times per year,By State,Tennessee,Tennessee,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,59.4,55.8,63,55.8 - 63.0,51.7-67.7,,1
Adults who attend church or religious services less than four times per year,By State,Texas,Texas,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,68,64.8,71.2,64.8 - 71.2,67.8-70.8,,2
Adults who attend church or religious services less than four times per year,By State,Utah,Utah,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,56.9,53.2,60.6,53.2 - 60.6,51.7-67.7,,1
Adults who attend church or religious services less than four times per year,By State,Vermont,Vermont,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,84.5,80.3,88,80.3 - 88.0,76.2-84.5,,4
Adults who attend church or religious services less than four times per year,By State,Virginia,Virginia,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,68.1,65.1,70.9,65.1 - 70.9,67.8-70.8,,2
Adults who attend church or religious services less than four times per year,By State,Washington,Washington,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,78.4,76,80.6,76.0 - 80.6,76.2-84.5,,4
Adults who attend church or religious services less than four times per year,By State,West Virginia,West Virginia,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,70.2,65.2,74.9,65.2 - 74.9,67.8-70.8,,2
Adults who attend church or religious services less than four times per year,By State,Wisconsin,Wisconsin,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,74.9,72,77.6,72.0 - 77.6,70.9-76.1,,3
Adults who attend church or religious services less than four times per year,By State,Wyoming,Wyoming,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,70,63.8,75.7,63.8 - 75.7,67.8-70.8,,2
Adults who attend meetings of clubs or organizations less than once a week,National Estimate,United States,United States,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,81.8,81.3,82.4,81.3 - 82.4,,,
Adults who attend meetings of clubs or organizations less than once a week,By Age,United States,18 - 29 years,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,80.2,78,82.3,78.0 - 82.3,,,
Adults who attend meetings of clubs or organizations less than once a week,By Age,United States,30 - 39 years,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,82.6,81.5,83.6,81.5 - 83.6,,,
Adults who attend meetings of clubs or organizations less than once a week,By Age,United States,40 - 49 years,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,82,80.7,83.2,80.7 - 83.2,,,
Adults who attend meetings of clubs or organizations less than once a week,By Age,United States,50 - 59 years,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,83.8,82.7,84.9,82.7 - 84.9,,,
Adults who attend meetings of clubs or organizations less than once a week,By Age,United States,60 - 69 years,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,83.4,82.3,84.4,82.3 - 84.4,,,
Adults who attend meetings of clubs or organizations less than once a week,By Age,United States,70 - 79 years,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,79.1,77.7,80.5,77.7 - 80.5,,,
Adults who attend meetings of clubs or organizations less than once a week,By Age,United States,80 years and above,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,74.4,70.5,78.1,70.5 - 78.1,,,
Adults who attend meetings of clubs or organizations less than once a week,By Sex,United States,Male,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,81.8,80.9,82.6,80.9 - 82.6,,,
Adults who attend meetings of clubs or organizations less than once a week,By Sex,United States,Female,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,81.9,81.3,82.5,81.3 - 82.5,,,
Adults who attend meetings of clubs or organizations less than once a week,By Gender identity,United States,Cis-gender male,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,81.7,80.2,83.1,80.2 - 83.1,,,
Adults who attend meetings of clubs or organizations less than once a week,By Gender identity,United States,Cis-gender female,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,82,81,83,81.0 - 83.0,,,
Adults who attend meetings of clubs or organizations less than once a week,By Gender identity,United States,Transgender,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,84.8,77.6,90.4,77.6 - 90.4,,,
Adults who attend meetings of clubs or organizations less than once a week,By Sexual orientation,United States,Gay or lesbian,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,82.8,79.6,85.8,79.6 - 85.8,,,
Adults who attend meetings of clubs or organizations less than once a week,By Sexual orientation,United States,Straight,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,81.7,81.1,82.3,81.1 - 82.3,,,
Adults who attend meetings of clubs or organizations less than once a week,By Sexual orientation,United States,Bisexual,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,83.5,81.3,85.6,81.3 - 85.6,,,
Adults who attend meetings of clubs or organizations less than once a week,By Race/Hispanic ethnicity,United States,Hispanic or Latino,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,83.6,81.9,85.2,81.9 - 85.2,,,
Adults who attend meetings of clubs or organizations less than once a week,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,81.5,80.9,82.1,80.9 - 82.1,,,
Adults who attend meetings of clubs or organizations less than once a week,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,80.6,79,82.1,79.0 - 82.1,,,
Adults who attend meetings of clubs or organizations less than once a week,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,81,78.4,83.5,78.4 - 83.5,,,
Adults who attend meetings of clubs or organizations less than once a week,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,84.1,81.9,86.1,81.9 - 86.1,,,
Adults who attend meetings of clubs or organizations less than once a week,By Education,United States,Less than a high school diploma,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,88.2,85.8,90.4,85.8 - 90.4,,,
Adults who attend meetings of clubs or organizations less than once a week,By Education,United States,High school diploma or GED,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,85.8,84.5,87.1,84.5 - 87.1,,,
Adults who attend meetings of clubs or organizations less than once a week,By Education,United States,Some college/Associate's degree,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,82.3,81.3,83.3,81.3 - 83.3,,,
Adults who attend meetings of clubs or organizations less than once a week,By Education,United States,Bachelor's degree or higher,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,76.9,76,77.7,76.0 - 77.7,,,
Adults who attend meetings of clubs or organizations less than once a week,By Disability status,United States,With disability,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,85.3,83.5,86.9,83.5 - 86.9,,,
Adults who attend meetings of clubs or organizations less than once a week,By Disability status,United States,Without disability,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,81.4,80.7,82,80.7 - 82.0,,,
Adults who attend meetings of clubs or organizations less than once a week,By State,Alabama,Alabama,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,82.4,77.8,86.3,77.8 - 86.3,82.4-83.1,,3
Adults who attend meetings of clubs or organizations less than once a week,By State,Alaska,Alaska,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,79.8,75.9,83.3,75.9 - 83.3,74.6-80.8,,1
Adults who attend meetings of clubs or organizations less than once a week,By State,Arizona,Arizona,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,79.7,76.3,82.9,76.3 - 82.9,74.6-80.8,,1
Adults who attend meetings of clubs or organizations less than once a week,By State,Arkansas,Arkansas,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,86.1,82.7,89.2,82.7 - 89.2,83.2-86.1,,4
Adults who attend meetings of clubs or organizations less than once a week,By State,California,California,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,82.5,80.1,84.7,80.1 - 84.7,82.4-83.1,,3
Adults who attend meetings of clubs or organizations less than once a week,By State,Colorado,Colorado,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,79.4,75.8,82.7,75.8 - 82.7,74.6-80.8,,1
Adults who attend meetings of clubs or organizations less than once a week,By State,Connecticut,Connecticut,4,64,"Jan 9 - Feb 5, 2024",01/09/2024 12:00:00 AM,02/05/2024 12:00:00 AM,80.6,76.8,84.1,76.8 - 84.1,74.6-80.8,,1
